Station Name,OTTAWA INTL A,http://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2011-12-14%7C2019-02-11&dlyRange=2011-12-15%7C2019-02-11&mlyRange=%7C&StationID=49568&Prov=ON&urlExtension=_e.html&searchType=stnName&optLimit=yearRange&StartYear=1840&EndYear=2019&selRowPerPage=25&Line=14&searchMethod=contains&Month=12&Day=12&txtStationName=ottawa&timeframe=2&Year=2018,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2018,2018,11,17,,1,,-12.5,,-5.8,,23.8,,0,,0,,1.8,,1,,15,,28,,45,
18/11/2018,2018,11,18,,-2.2,,-15,,-8.6,,26.6,,0,,0,,0,T,0,T,14,,,M,,M
19/11/2018,2018,11,19,,0.1,,-4.9,,-2.4,,20.4,,0,,0,,5.2,,2.8,,16,,3,,32,
20/11/2018,2018,11,20,,-4.7,,-10.9,,-7.8,,25.8,,0,,0,,4.8,,2.4,,17,,,M,,M
21/11/2018,2018,11,21,,-3.2,,-18.1,,-10.7,,28.7,,0,,0,,4.2,,2,,24,,29,,59,
22/11/2018,2018,11,22,,-10.2,,-18.7,,-14.5,,32.5,,0,,0,,0,,0,,24,,30,,46,
23/11/2018,2018,11,23,,-3.9,,-21.2,,-12.6,,30.6,,0,,0,,0,,0,,23,,,M,,M
24/11/2018,2018,11,24,,0.4,,-11.7,,-5.7,,23.7,,0,,1.1,,0,,1.1,,21,,6,,32,
25/11/2018,2018,11,25,,5,,0.4,,2.7,,15.3,,0,,6.6,,0,,6.6,,15,,,M,,M
26/11/2018,2018,11,26,,2.6,,0.8,,1.7,,16.3,,0,,13.2,,0,,13.2,,2,E,6,,42,
27/11/2018,2018,11,27,,1.3,,-0.7,,0.3,,17.7,,0,,1,,12.6,,8.6,,2,,7,,42,
28/11/2018,2018,11,28,,2,,-0.9,,0.6,,17.4,,0,,0,,4.8,,3.2,,14,,32,,41,
29/11/2018,2018,11,29,,2,,-0.8,,0.6,,17.4,,0,,0,,0,T,0,T,11,,29,,33,
30/11/2018,2018,11,30,,-0.3,,-1.6,,-1,,19,,0,,0,,0,T,0,T,8,,,M,,M
01/12/2018,2018,12,1,,1.8,,-6.5,,-2.4,,20.4,,0,,0,,0,,0,,6,,7,,39,
02/12/2018,2018,12,2,,1.1,,-1.4,,-0.2,,18.2,,0,,7.2,,3.2,,9,,4,,7,,46,
03/12/2018,2018,12,3,,1.6,,-4.5,,-1.5,,19.5,,0,,1.6,,2.2,,2.8,,1,,33,,50,
04/12/2018,2018,12,4,,-4.5,,-8.5,,-6.5,,24.5,,0,,0,,0,T,0,T,1,,32,,42,
05/12/2018,2018,12,5,,-3.9,,-10.3,,-7.1,,25.1,,0,,0,,4,,1.8,,1,,,M,,M
06/12/2018,2018,12,6,,0.4,,-11.4,,-5.5,,23.5,,0,,0,,0,T,0,T,5,,27,,54,
07/12/2018,2018,12,7,,-6.7,,-20.1,,-13.4,,31.4,,0,,0,,0,T,0,T,5,,28,,45,
08/12/2018,2018,12,8,,-7.6,,-20.7,,-14.2,,32.2,,0,,0,,0,T,0,T,5,,,M,,M
09/12/2018,2018,12,9,,-0.7,,-10.8,,-5.8,,23.8,,0,,0,,0,T,0,T,5,,22,,54,
10/12/2018,2018,12,10,,-4.7,,-14.8,,-9.8,,27.8,,0,,0,,0,,0,,5,,1,,32,
11/12/2018,2018,12,11,,-6.6,,-10,,-8.3,,26.3,,0,,0,,6,,3,,5,,,M,,M
12/12/2018,2018,12,12,,-5.9,,-14.3,,-10.1,,28.1,,0,,0,,0,,0,,11,,7,,35,
13/12/2018,2018,12,13,,-7.8,,-15.8,,-11.8,,29.8,,0,,0,,0,,0,,11,,,,,M
14/12/2018,2018,12,14,,2.3,,-8.5,,-3.1,,21.1,,0,,10,,0,T,10,,10,,,M,,M
15/12/2018,2018,12,15,,3.1,,-3.4,,-0.2,,18.2,,0,,0,,0,,0,,8,,,M,,M
16/12/2018,2018,12,16,,0.6,,-5.2,,-2.3,,20.3,,0,,0,,0,,0,,5,,4,,32,
17/12/2018,2018,12,17,,0.3,,-8.4,,-4.1,,22.1,,0,,0,,0.8,,0.4,,5,,32,,59,
18/12/2018,2018,12,18,,-6.6,,-13.8,,-10.2,,28.2,,0,,0,,0,,0,,5,,28,,45,
19/12/2018,2018,12,19,,-1.9,,-12.3,,-7.1,,25.1,,0,,0,,0,,0,,5,,,M,,M
20/12/2018,2018,12,20,,1.8,,-8.4,,-3.3,,21.3,,0,,1.6,,0,,1.6,,5,,,M,,M
21/12/2018,2018,12,21,,4.6,,-0.3,,2.2,,15.8,,0,,14.2,,0,,14.2,,2,,6,,54,
22/12/2018,2018,12,22,,1.8,,-9.3,,-3.8,,21.8,,0,,3.8,,3.2,,5.6,,4,,28,,54,
23/12/2018,2018,12,23,,-8.6,,-13,,-10.8,,28.8,,0,,0,,0,T,0,T,4,,29,,33,
24/12/2018,2018,12,24,,-6.8,,-14.5,,-10.7,,28.7,,0,,0,,1.8,,0.8,,4,,33,,35,
25/12/2018,2018,12,25,,-11.6,,-18.4,,-15,,33,,0,,0,,0,,0,,5,,,M,,M
26/12/2018,2018,12,26,,-5.2,,-17.9,,-11.6,,29.6,,0,,0,,1.4,,0.2,,5,,33,,37,
27/12/2018,2018,12,27,,-8.8,,-18,,-13.4,,31.4,,0,,0,,0,T,0,T,6,,10,,45,
28/12/2018,2018,12,28,,6.7,,-8.8,,-1.1,,19.1,,0,,13.8,,1,,15.4,,7,,7,,41,
29/12/2018,2018,12,29,,6.6,,-13.7,,-3.6,,21.6,,0,,1.4,,0,T,1.4,,3,,32,,52,
30/12/2018,2018,12,30,,-6.9,,-13.8,,-10.4,,28.4,,0,,0,,0.4,,0.2,,3,,,M,,M
31/12/2018,2018,12,31,,-0.1,,-6.8,,-3.5,,21.5,,0,,2.8,,3.2,,4.6,,3,,6,,37,
01/01/2019,2019,1,1,,0.2,,-16.7,,-8.3,,26.3,,0,,4.4,,2.8,,6,,7,,32,,58,
02/01/2019,2019,1,2,,-12.3,,-19,,-15.7,,33.7,,0,,0,,2.2,,1.2,,7,,,M,,M
03/01/2019,2019,1,3,,-1.4,,-13,,-7.2,,25.2,,0,,0,,5.8,,3,,12,,22,,35,
04/01/2019,2019,1,4,,2.1,,-2.9,,-0.4,,18.4,,0,,0,,1.8,,1,,15,,24,,37,
05/01/2019,2019,1,5,,2.5,,-4,,-0.8,,18.8,,0,,0,,0,T,0,T,7,,,M,,M
06/01/2019,2019,1,6,,0.2,,-13.8,,-6.8,,24.8,,0,,0,,0,T,0,T,5,,32,,65,
07/01/2019,2019,1,7,,-11.2,,-16.5,,-13.9,,31.9,,0,,0,,6,,3.6,,5,,8,,54,
08/01/2019,2019,1,8,,1.8,,-11.2,,-4.7,,22.7,,0,,0,,2.4,,1.8,,10,,7,,39,
09/01/2019,2019,1,9,,1.2,,-3.5,,-1.2,,19.2,,0,,0,,3.2,,1.6,,8,,29,,48,
10/01/2019,2019,1,10,,-3.1,,-17.2,,-10.2,,28.2,,0,,0,,1.2,,0.6,,11,,31,,63,
11/01/2019,2019,1,11,,-15.2,,-21.7,,-18.5,,36.5,,0,,0,,0,T,0,T,11,,30,,52,
12/01/2019,2019,1,12,,-13.5,,-20.7,,-17.1,,35.1,,0,,0,,0,,0,,11,,,M,,M
13/01/2019,2019,1,13,,-11.6,,-19.4,,-15.5,,33.5,,0,,0,,0,T,0,T,11,,,M,,M
14/01/2019,2019,1,14,,-6.7,,-21.4,,-14.1,,32.1,,0,,0,,0,,0,,10,,,M,,M
15/01/2019,2019,1,15,,-0.6,,-6.7,,-3.7,,21.7,,0,,0,,0.8,,0.2,,10,,22,,58,
16/01/2019,2019,1,16,,0.5,,-19,,-9.3,,27.3,,0,,0,,2,,0.6,,10,,28,,68,
17/01/2019,2019,1,17,,-13.6,,-24.5,,-19.1,,37.1,,0,,0,,0,,0,,10,,,M,,M
18/01/2019,2019,1,18,,-9,,-19.3,,-14.2,,32.2,,0,,0,,5.4,,1.6,,10,,33,,50,
19/01/2019,2019,1,19,,-19.3,,-24.2,,-21.8,,39.8,,0,,0,,4.2,,2,,13,,6,,35,
20/01/2019,2019,1,20,,-17.4,,-22.7,,-20.1,,38.1,,0,,0,,21.8,,12,,25,,32,,55,
21/01/2019,2019,1,21,,-17.8,,-24.4,,-21.1,,39.1,,0,,0,,0,T,0,T,35,,30,,55,
22/01/2019,2019,1,22,,-14,,-25.9,,-20,,38,,0,,0,,0,,0,,35,,29,,33,
23/01/2019,2019,1,23,,-0.4,,-14.6,,-7.5,,25.5,,0,,0.2,,25,,15.6,,46,,,M,,M
24/01/2019,2019,1,24,,3.6,,-10.6,,-3.5,,21.5,,0,,5.8,,0.2,,6.4,,55,,28,,50,
25/01/2019,2019,1,25,,-2.8,,-13.7,,-8.3,,26.3,,0,,0,,0.8,,0.2,,50,,26,,67,
26/01/2019,2019,1,26,,-12.1,,-18.8,,-15.5,,33.5,,0,,0,,0,T,0,T,50,,,M,,M
27/01/2019,2019,1,27,,-2.2,,-19.2,,-10.7,,28.7,,0,,0,,3.8,,2.2,,49,,21,,74,
28/01/2019,2019,1,28,,-18.4,,-26,,-22.2,,40.2,,0,,0,,0,T,0,T,53,,9,,42,
29/01/2019,2019,1,29,,-8.7,,-18.9,,-13.8,,31.8,,0,,0,,12.4,,4,,61,,6,,48,
30/01/2019,2019,1,30,,-8.5,,-18.6,,-13.6,,31.6,,0,,0,,0,T,0,T,65,,24,,54,
31/01/2019,2019,1,31,,-15.5,,-20.6,,-18.1,,36.1,,0,,0,,0,T,0,T,65,,22,,39,
01/02/2019,2019,2,1,,-11.6,,-20.1,,-15.9,,33.9,,0,,0,,0,,0,,63,,27,,39,
02/02/2019,2019,2,2,,-6.1,,-17.7,,-11.9,,29.9,,0,,0,,14.2,,7.8,,63,,,,,M
03/02/2019,2019,2,3,,-7.6,,-12.2,,-9.9,,27.9,,0,,0.4,,8,,6.6,,77,,5,,35,
04/02/2019,2019,2,4,,0.6,,-10.9,,-5.2,,23.2,,0,,5,,0,,5,,85,,7,,32,
05/02/2019,2019,2,5,,5.4,,-12.6,,-3.6,,21.6,,0,,1.4,,0,T,1.4,,68,,29,,63,
06/02/2019,2019,2,6,,-7.1,,-13.4,,-10.3,,28.3,,0,,0,,1,,2.4,,62,,6,,37,
07/02/2019,2019,2,7,,-2.1,,-7.9,,-5,,23,,0,,0,,0,T,0,T,63,,9,,41,
08/02/2019,2019,2,8,,6.9,,-10.6,,-1.9,,19.9,,0,,0.4,,0.4,,0.4,,55,,28,,76,
09/02/2019,2019,2,9,,-8.3,,-17.1,,-12.7,,30.7,,0,,0,,0,,0,,,,27,,61,
10/02/2019,2019,2,10,,-6.8,,-15.8,,-11.3,,29.3,,0,,0,,0,,0,,53,,26,,37,
11/02/2019,2019,2,11,,-7.8,,-15.9,,-11.9,,29.9,,0,,0,,0,,0,,53,,,M,,M
12/02/2019,2019,2,12,,-7.6,,-18.1,,-12.9,,30.9,,0,,0,,19.8,,11.2,,53,,6,,58,
13/02/2019,2019,2,13,,0.2,,-7.8,,-3.8,,21.8,,0,,0,,11.2,,5.8,,81,,7,,55,
14/02/2019,2019,2,14,,-4.2,,-10.6,,-7.4,,25.4,,0,,0,,0,T,0,T,80,,8,,39,
15/02/2019,2019,2,15,,4.6,,-6.5,,-1,,19,,0,,0,,3.8,,1.8,,82,,23,,59,
16/02/2019,2019,2,16,,-3.1,,-14.4,,-8.8,,26.8,,0,,0,,0,T,0,T,77,,29,,46,
17/02/2019,2019,2,17,,-8.8,,-19.9,,-14.4,,32.4,,0,,0,,0,,0,,76,,,M,,M
18/02/2019,2019,2,18,,-7.5,,-16,,-11.8,,29.8,,0,,0,,0,,0,,75,,33,,41,
19/02/2019,2019,2,19,,-8.8,,-21.8,,-15.3,,33.3,,0,,0,,0,,0,,72,,27,,33,
20/02/2019,2019,2,20,,-6.6,,-20.7,,-13.7,,31.7,,0,,0,,6.4,,3.6,,72,,5,,42,
21/02/2019,2019,2,21,,2.7,,-7.9,,-2.6,,20.6,,0,,0,,3,,2,,76,,27,,50,
22/02/2019,2019,2,22,,-1,,-10.1,,-5.6,,23.6,,0,,0,,0,,0,,72,,28,,33,
23/02/2019,2019,2,23,,0.6,,-13.9,,-6.7,,24.7,,0,,0,,0,,0,,66,,8,,39,
24/02/2019,2019,2,24,,4.8,,-3.9,,0.5,,17.5,,0,,12.4,,0,T,12.4,,65,,20,,72,
25/02/2019,2019,2,25,,0.3,,-13.6,,-6.7,,24.7,,0,,0,,0,T,0,T,63,,27,,89,
26/02/2019,2019,2,26,,-12,,-18.5,,-15.3,,33.3,,0,,0,,0,,0,,63,,29,,50,
27/02/2019,2019,2,27,,-14.3,,-24,,-19.2,,37.2,,0,,0,,0,T,0,T,63,,,M,,M
28/02/2019,2019,2,28,,-7.6,,-20.2,,-13.9,,31.9,,0,,0,,0,,0,,62,,,M,,M
01/03/2019,2019,3,1,,-3.5,,-19.6,,-11.6,,29.6,,0,,0,,0,,0,,62,,,M,,M
02/03/2019,2019,3,2,,-3,,-11.9,,-7.5,,25.5,,0,,0,,1.1,,0.6,,60,,,M,,M
03/03/2019,2019,3,3,,,M,,M,,M,,M,,M,,M,0.4,,,M,61,E,,,,M
04/03/2019,2019,3,4,,-5.7,,-14.4,,-10.1,,28.1,,0,,0,,0,T,0,T,60,,25,,45,
05/03/2019,2019,3,5,,-8.2,,-18.7,,-13.5,,31.5,,0,,0,,1.4,,0.8,,58,,23,,32,
06/03/2019,2019,3,6,,-10.1,,-20.7,,-15.4,,33.4,,0,,0,,0,,0,,59,,28,,48,
07/03/2019,2019,3,7,,-7.9,,-22.2,,-15.1,,33.1,,0,,0,,0,,0,,56,,25,,42,
08/03/2019,2019,3,8,,-1.3,,-15.8,,-8.6,,26.6,,0,,0,,0,,0,,55,,24,,39,
09/03/2019,2019,3,9,,-0.4,,-14.9,,-7.7,,25.7,,0,,0,,0,,0,,52,,7,,50,
10/03/2019,2019,3,10,,2.8,,-7.4,,-2.3,,20.3,,0,,2.2,,12.8,,9,,52,,7,,48,
11/03/2019,2019,3,11,,2.7,,-2.8,,-0.1,,18.1,,0,,0,,1.2,,0.6,,55,,26,,59,
12/03/2019,2019,3,12,,-0.8,,-7.8,,-4.3,,22.3,,0,,0,,0.4,,0.2,,52,,26,,39,
13/03/2019,2019,3,13,,1.1,,-7.7,,-3.3,,21.3,,0,,0,,6.8,,3.8,,51,,,,,M
14/03/2019,2019,3,14,,5.9,,-1,,2.5,,15.5,,0,,0.8,,0,,0.8,,54,,14,,41,
15/03/2019,2019,3,15,,8.3,,1.5,,4.9,,13.1,,0,,1.4,,0,,1.4,,47,,22,,48,
16/03/2019,2019,3,16,,2.1,,-6.8,,-2.4,,20.4,,0,,0,,0.2,,0.2,,43,,29,,67,
17/03/2019,2019,3,17,,-2.2,,-9.4,,-5.8,,23.8,,0,,0,,0,T,0,T,42,,29,,50,
18/03/2019,2019,3,18,,-1.7,,-13.6,,-7.7,,25.7,,0,,0,,0,,0,,41,,30,,37,
